,file,index,start,end,label2a,label2b,label6,label7,split
9774,9PzZSheh10U,16,142.408,151.859,1,1,0,1,2
9775,9PzZSheh10U,17,151.218,160.459,1,1,0,3,2
9776,9PzZSheh10U,18,160.217,164.2,1,1,0,1,2
9777,9PzZSheh10U,19,163.48,168.521,1,1,0,1,2
9778,9PzZSheh10U,20,167.76,173.19,1,1,0,2,2
9779,9PzZSheh10U,21,172.819,179.037,1,1,0,1,2
9780,9PzZSheh10U,22,178.416,186.161,1,1,0,2,2
9781,9PzZSheh10U,23,9.23,16.706,1,1,0,1,2
9782,9PzZSheh10U,24,185.42,192.795,1,1,0,3,2
9783,9PzZSheh10U,25,15.785,21.914,1,0,0,0,2
9784,9PzZSheh10U,26,22.839,44.852,1,0,0,0,2
9785,9PzZSheh10U,27,44.5,48.394,1,0,0,0,2
9786,9PzZSheh10U,28,47.783,51.976,1,1,0,1,2
9787,9PzZSheh10U,29,51.504,57.902,1,1,0,1,2
9788,9PzZSheh10U,30,57.132,63.689,1,1,0,1,2
9789,9QI-9w_VdB4,0,0.0,11.258,1,1,0,1,1
9790,9QI-9w_VdB4,1,41.128,48.982,1,0,0,0,1
9791,9QI-9w_VdB4,2,48.272,53.362,1,1,0,1,1
9792,9QI-9w_VdB4,3,58.099,66.213,1,0,0,0,1
9793,9TAGpMywQyE,0,0.0,11.937,1,1,0,1,2
9794,9Un1O2ypJmI,0,0.0,18.541,1,1,0,1,0
9795,9Un1O2ypJmI,1,18.569,27.83,1,1,0,1,0
9796,9Un1O2ypJmI,2,27.708,34.296,1,1,0,2,0
9797,9Un1O2ypJmI,3,38.793,55.039,1,1,0,3,0
9798,9VZ4cpoTFbo,0,4.581,9.612,1,1,0,2,0
9799,9VZ4cpoTFbo,1,8.921,15.967,1,0,0,0,0
9800,9VZ4cpoTFbo,2,29.484,34.166,1,1,0,1,0
9801,9VZ4cpoTFbo,3,60.693,66.772,1,1,0,2,0
9802,9XCmrHbU-rU,0,6.018,24.957,0,-1,0,-1,0
9803,9bAgEmihzLs,0,-0.487528344671,4.22403628118,0,-1,0,-1,0
9804,9bAgEmihzLs,1,3.22403628118,20.1378684807,0,-1,0,-1,0
9805,9bAgEmihzLs,2,20.0657596372,26.2140589569,1,0,0,0,0
9806,9bAgEmihzLs,3,30.7115646259,50.0498866213,1,0,0,0,0
9807,9cSJglGi9Pg,0,71.559,77.877,1,1,0,1,0
9808,9cSJglGi9Pg,1,77.405,82.945,1,1,0,2,0
9809,9cSJglGi9Pg,2,82.294,88.483,1,0,0,0,0
9810,9cSJglGi9Pg,3,87.922,94.758,1,1,0,1,0
9811,9cSJglGi9Pg,4,101.62,106.901,1,1,0,1,0
9812,9cSJglGi9Pg,5,112.276,118.564,1,1,0,1,0
9813,9cSJglGi9Pg,6,15.646,25.655,1,1,0,1,0
9814,9cSJglGi9Pg,7,124.927,129.938,1,1,0,1,0
9815,9cSJglGi9Pg,8,128.938,133.061,1,1,0,2,0
9816,9cSJglGi9Pg,9,25.054,35.423,1,0,0,0,0
9817,9cSJglGi9Pg,10,34.583,41.849,0,-1,0,-1,0
9818,9cSJglGi9Pg,11,41.228,52.015,0,-1,0,-1,0
9819,9cSJglGi9Pg,12,51.444,57.293,1,0,0,0,0
9820,9cSJglGi9Pg,13,66.43,72.21,1,1,0,1,0
9821,9cYNT_YSo8o,0,11.116,21.644,1,1,1,2,2
9822,9cYNT_YSo8o,1,21.572,33.468,0,-1,1,-1,2
9823,9ceYD_OzPz8,0,0.0,10.101,1,1,0,1,0
9824,9cxlcpbmrH0,0,0.0,16.366,1,0,0,0,0
9825,9cxlcpbmrH0,1,15.825,21.515,1,1,0,1,0
9826,9cxlcpbmrH0,2,87.253,98.679,1,1,0,1,0
9827,9cxlcpbmrH0,3,98.009,102.58,1,1,0,2,0
9828,9cxlcpbmrH0,4,101.78,112.528,1,1,0,1,0
9829,9cxlcpbmrH0,5,111.707,116.14,1,1,0,2,0
9830,9cxlcpbmrH0,6,118.542,134.797,1,1,0,2,0
9831,9cxlcpbmrH0,7,20.774,34.495,0,-1,0,-1,0
9832,9cxlcpbmrH0,8,33.575,39.314,1,1,0,2,0
9833,9cxlcpbmrH0,9,44.371,54.33,1,1,0,1,0
9834,9cxlcpbmrH0,10,53.46,62.601,1,1,0,1,0
9835,9cxlcpbmrH0,11,62.02,71.032,1,1,1,1,0
9836,9dFEGb_RfwE,0,3.9335600907,5.39024943311,1,0,0,0,0
9837,9f6A3ucYArQ,0,0.0,5.002,0,-1,4,-2,0
9838,9f6A3ucYArQ,1,4.511,12.076,1,0,0,0,0
9839,9f6A3ucYArQ,2,11.775,17.763,0,-1,0,-2,0
9840,9f6A3ucYArQ,3,17.322,23.81,0,-1,1,-2,0
9841,9iRncKVM2PA,0,9.33,28.239,0,-1,1,-1,1
9842,9kLNVTm3Z90,0,0.0,2.997,1,0,0,0,3
9843,9kLNVTm3Z90,1,1.997,9.083,0,-1,1,-1,3
9844,9kLNVTm3Z90,2,27.229,38.386,1,1,0,1,3
9845,9orb0lQnVW4,0,0.0,6.998,1,0,0,0,2
9846,9pdyTplXwM4,0,0.0,6.708,1,1,0,1,0
9847,9pdyTplXwM4,1,48.99,53.672,1,1,0,1,0
9848,9pdyTplXwM4,2,7.155,12.834,1,1,0,2,0
9849,9pdyTplXwM4,3,21.163,28.758,1,1,0,2,0
9850,9pdyTplXwM4,4,28.656,34.086,1,1,1,1,0
9851,9pdyTplXwM4,5,33.755,37.159,1,0,1,0,0
9852,9pdyTplXwM4,6,41.627,47.476,1,0,1,0,0
9853,9pzn93kdP_g,0,63.407,70.942,1,0,2,0,0
9854,9pzn93kdP_g,1,70.491,90.588,1,1,5,1,0
9855,9pzn93kdP_g,2,90.605,109.495,1,0,5,0,0
9856,9pzn93kdP_g,3,108.734,122.914,1,0,0,0,0
9857,9pzn93kdP_g,4,130.405,144.146,1,1,0,1,0
9858,9pzn93kdP_g,5,143.146,149.614,1,1,0,2,0
9859,9pzn93kdP_g,6,148.783,156.179,1,1,5,1,0
9860,9pzn93kdP_g,7,180.341,188.815,1,1,0,1,0
9861,9pzn93kdP_g,8,14.219,20.916,1,0,2,0,0
9862,9pzn93kdP_g,9,20.355,29.836,1,1,5,1,0
9863,9sAoeFTKILY,0,14.2600907029,25.0755102041,1,1,0,1,0
9864,9tX18DNC74w,0,0.0,15.848,1,1,0,2,0
9865,9tX18DNC74w,1,76.408,86.497,1,1,0,2,0
9866,9tX18DNC74w,2,19.976,27.771,1,0,0,0,0
9867,9tX18DNC74w,3,33.366,40.282,1,0,0,0,0
9868,9tX18DNC74w,4,66.55,74.055,1,0,0,0,0
9869,9zBj8VkRBpE,0,0.390476190476,4.48344671202,1,1,0,1,0
9870,9zBj8VkRBpE,1,3.48344671202,24.2784580499,1,1,0,1,0
9871,9zBj8VkRBpE,2,24.8249433107,34.4952380952,1,1,0,2,0
9872,9zBj8VkRBpE,3,33.9142857143,38.7056689342,0,-1,1,-1,0
9873,9zBj8VkRBpE,4,37.7056689342,44.9015873016,1,1,0,2,0
9874,9zWeMrfr-l0,0,0.0,3.585,1,0,0,0,0
9875,9zWeMrfr-l0,1,2.645,19.08,1,0,0,0,0
9876,9zWeMrfr-l0,2,46.755,51.696,1,1,0,1,0
9877,9zWeMrfr-l0,3,51.584,54.699,1,1,0,1,0
9878,9zWeMrfr-l0,4,53.699,56.106,1,0,0,0,0
9879,A0aE2Gzym-M,0,1.927,16.376,1,1,0,1,0
9880,A1lFJXUpxZo,0,0.0,25.945,1,1,0,2,2
9881,A1lFJXUpxZo,1,25.404,33.807,1,1,0,2,2
9882,A1lFJXUpxZo,2,119.051,137.292,1,1,0,1,2
9883,A1lFJXUpxZo,3,138.088,158.134,1,1,1,2,2
9884,A1lFJXUpxZo,4,157.563,189.323,1,1,1,1,2
9885,A2E78CGi5TU,0,48.102,54.759,1,1,0,1,0
9886,A2E78CGi5TU,1,62.17,73.626,1,1,0,1,0
9887,A2E78CGi5TU,2,76.607,84.472,1,1,0,1,0
9888,A2E78CGi5TU,3,91.483,105.384,1,1,0,1,0
9889,A2E78CGi5TU,4,8.881,14.281,1,1,0,1,0
9890,A2E78CGi5TU,5,165.306,170.636,1,1,0,1,0
9891,A2E78CGi5TU,6,16.025,20.577,1,0,0,0,0
9892,A2E78CGi5TU,7,33.385,37.808,1,0,0,0,0
9893,A2E78CGi5TU,8,37.197,43.515,0,-1,0,-1,0
9894,A4dzxgHDhF0,0,9.24,27.092,1,0,0,0,0
9895,A6R6J8SJtBc,0,0.0124716553288,11.5662131519,1,1,0,3,0
9896,A6R6J8SJtBc,1,12.1249433107,20.0569160998,1,1,0,2,0
9897,A6R6J8SJtBc,2,20.6455782313,38.2256235828,1,1,0,1,0
9898,A8c7q_P4jQg,0,20.475,24.877,1,1,0,1,0
9899,A8c7q_P4jQg,1,47.094,53.113,0,-1,4,-1,0
9900,A8c7q_P4jQg,2,52.642,58.341,0,-1,4,-1,0
9901,A8plGi4rbxM,0,0.0124716553288,4.40249433107,0,-1,2,-2,0
9902,A8plGi4rbxM,1,5.5798185941,11.8156462585,0,-1,2,-2,0
9903,A8plGi4rbxM,2,17.5027210884,23.1997732426,0,-1,2,-3,0
9904,A8plGi4rbxM,3,24.2972789116,32.4786848073,0,-1,2,-3,0
9905,A8plGi4rbxM,4,34.2446712018,62.5403628118,0,-1,2,-2,0
9906,A8plGi4rbxM,5,88.7009070295,99.3866213152,1,1,4,1,0
9907,AB1PbMaW03s,0,71.758,76.889,1,0,0,0,2
9908,AB1PbMaW03s,1,76.458,81.758,0,-1,0,-1,2
9909,AB1PbMaW03s,2,81.726,86.228,1,0,0,0,2
9910,AB1PbMaW03s,3,86.355,91.566,1,1,0,1,2
9911,AB1PbMaW03s,4,97.33,110.054,1,0,0,0,2
9912,AB1PbMaW03s,5,109.872,115.701,1,1,0,1,2
9913,AB1PbMaW03s,6,114.94,119.322,1,0,1,0,2
9914,AB1PbMaW03s,7,4.91,11.478,1,1,0,1,2
9915,AB1PbMaW03s,8,11.605,20.198,1,0,0,0,2
9916,AB1PbMaW03s,9,37.805,42.218,1,0,1,0,2
9917,AB1PbMaW03s,10,41.497,48.833,1,1,0,1,2
9918,ABSC1JNdpTw,0,85.367,95.127,1,0,0,0,0
9919,ABSC1JNdpTw,1,15.526,20.367,1,1,1,1,0
9920,ABSC1JNdpTw,2,30.811,43.235,0,-1,1,-1,0
9921,ABSC1JNdpTw,3,57.77,65.265,1,1,1,1,0
9922,ABSC1JNdpTw,4,66.43,78.605,1,1,0,1,0
9923,ACOlIiRdDyE,0,43.433,55.757,1,1,2,1,0
9924,ADYia28RrFU,0,1.65759637188,6.71836734694,1,0,0,0,0
9925,ADYia28RrFU,1,16.5637188209,23.5201814059,0,-1,1,-1,0
9926,ADYia28RrFU,2,23.7573696145,28.2993197279,1,1,0,1,0
9927,ADYia28RrFU,3,27.2993197279,31.5619047619,1,1,0,2,0
9928,ADYia28RrFU,4,30.8213151927,33.7569160998,1,1,0,1,0
9929,ADYia28RrFU,5,33.2657596372,41.7986394558,1,1,5,1,0
9930,ADYia28RrFU,6,41.6367346939,50.7083900227,0,-1,1,-1,0
9931,ADYia28RrFU,7,49.9278911565,55.3977324263,1,1,0,1,0
9932,AG5EY8ZaFj4,0,67.358,75.562,1,1,0,1,1
9933,AG5EY8ZaFj4,1,10.258,14.421,1,1,0,1,1
9934,AG5EY8ZaFj4,2,14.758,20.527,1,0,1,0,1
9935,AGFgaKPzjMQ,0,3.224,9.302,0,-1,2,-1,0
9936,AGFgaKPzjMQ,1,55.316,59.878,1,0,2,0,0
9937,AGFgaKPzjMQ,2,8.692,17.284,1,1,0,1,0
9938,AGFgaKPzjMQ,3,16.703,26.064,1,0,0,0,0
9939,AGFgaKPzjMQ,4,26.032,37.02,0,-1,0,-1,0
9940,AGFgaKPzjMQ,5,38.614,46.438,0,-1,3,-1,0
9941,AGFgaKPzjMQ,6,45.767,52.135,0,-1,1,-1,0
9942,AGM-hNupJik,0,0.0,7.267,1,1,0,1,0
9943,AHU3PUztC_M,0,29.694,46.408,1,0,1,0,0
9944,AHXwnFvqYDk,0,-0.487528344671,18.6612244898,1,1,0,1,3
9945,AHXwnFvqYDk,1,17.9006802721,27.1619047619,0,-1,0,-2,3
9946,AHXwnFvqYDk,2,26.4811791383,30.7437641723,0,-1,2,-1,3
9947,AHXwnFvqYDk,3,33.8145124717,42.8961451247,1,1,0,1,3
9948,AHXwnFvqYDk,4,42.3750566893,45.8993197279,0,-1,3,-1,3
9949,AHXwnFvqYDk,5,46.4657596372,49.4412698413,0,-1,0,-1,3
9950,AHXwnFvqYDk,6,48.4412698413,53.033106576,1,1,0,2,3
9951,AHXwnFvqYDk,7,52.033106576,56.5351473923,1,1,0,1,3
9952,AHiA9hohKr8,0,-0.487528344671,3.39591836735,1,0,0,0,2
9953,AHiA9hohKr8,1,2.82494331066,7.93560090703,1,1,0,1,2
9954,AHiA9hohKr8,2,6.93560090703,13.9918367347,1,0,1,0,2
9955,AHiA9hohKr8,3,13.2013605442,17.9628117914,0,-1,4,-1,2
9956,AHiA9hohKr8,4,18.0303854875,22.8816326531,1,1,0,1,2
9957,AHiA9hohKr8,5,22.0412698413,35.1836734694,0,-1,2,-2,2
9958,AHiA9hohKr8,6,34.1836734694,37.9473922902,1,1,1,2,2
9959,AHiA9hohKr8,7,37.2367346939,54.4997732426,1,1,0,1,2
9960,AIPqRuTjI4E,0,57.022,62.142,1,1,0,1,0
9961,AIPqRuTjI4E,1,70.721,76.859,1,0,0,0,0
9962,AIPqRuTjI4E,2,77.485,83.175,1,0,0,0,0
9963,AIPqRuTjI4E,3,86.006,91.576,1,1,0,2,0
9964,AIPqRuTjI4E,4,18.459,27.172,1,0,1,0,0
9965,AKofHsmxa1I,0,16.045,35.273,1,1,0,2,0
9966,AKofHsmxa1I,1,34.742,64.986,1,1,1,1,0
9967,AKofHsmxa1I,2,64.844,83.933,1,1,0,2,0
9968,AKofHsmxa1I,3,84.07,91.725,1,1,0,3,0
9969,ALlKbGE6BH0,0,7.474,17.743,1,1,1,1,0
9970,ALlKbGE6BH0,1,20.515,35.822,1,1,0,3,0
9971,APYv5s4ucd0,0,12.194,17.504,1,0,0,0,0
9972,APYv5s4ucd0,1,28.058,33.677,1,0,0,0,0
9973,APYv5s4ucd0,2,39.721,49.621,1,1,0,1,0
9974,AQ4Pktv4-Gc,0,30.562,40.831,1,1,0,1,2
9975,ARNWtLCbfW4,0,1.468,8.824,1,1,0,2,0
9976,ARNWtLCbfW4,1,90.745,97.332,1,0,0,0,0
9977,ARNWtLCbfW4,2,96.961,109.644,1,1,0,1,0
9978,ARNWtLCbfW4,3,8.462,13.972,1,1,0,2,0
9979,ARNWtLCbfW4,4,15.985,27.212,1,1,0,1,0
9980,ARNWtLCbfW4,5,33.645,40.801,1,0,5,0,0
9981,ATfnMuJJDkk,0,0.79954648526,3.56553287982,1,1,0,2,0
9982,ATfnMuJJDkk,1,37.8154195011,47.0766439909,1,1,0,2,0
9983,ATfnMuJJDkk,2,47.2040816327,51.6263038549,1,0,0,0,0
9984,ATfnMuJJDkk,3,51.4444444444,54.6594104308,1,1,0,1,0
9985,ATfnMuJJDkk,4,3.14421768707,14.9596371882,1,1,0,3,0
9986,ATfnMuJJDkk,5,14.6281179138,19.7287981859,1,1,0,3,0
9987,ATfnMuJJDkk,6,26.2716553288,30.6240362812,1,1,0,2,0
9988,ATfnMuJJDkk,7,30.1827664399,34.2158730159,1,1,0,2,0
9989,ATfnMuJJDkk,8,33.6448979592,38.2267573696,1,1,0,3,0
9990,AVScVfLgNmw,0,0.0,5.97,1,0,0,0,0
9991,AVScVfLgNmw,1,5.2,16.566,1,0,0,0,0
9992,AVScVfLgNmw,2,17.422,25.855,1,1,1,1,0
9993,AVScVfLgNmw,3,25.364,30.624,0,-1,1,-1,0
9994,AVScVfLgNmw,4,31.151,34.685,1,0,0,0,0
9995,AVScVfLgNmw,5,34.523,40.122,1,0,0,0,0
9996,AVScVfLgNmw,6,39.172,43.964,1,0,2,0,0
9997,AbNmF4RTzOI,0,12.752,26.992,1,0,0,0,1
9998,AcoRjVPIVmQ,0,13.99,18.98,0,-1,1,-1,3
9999,AcoRjVPIVmQ,1,29.065,33.567,1,1,0,2,3
10000,AepwIhSbAws,0,0.0,13.174,1,0,0,0,0
10001,AepwIhSbAws,1,22.62,36.59,0,-1,1,-2,0
10002,AepwIhSbAws,2,37.945,61.185,0,-1,1,-2,0
10003,AepwIhSbAws,3,60.584,74.973,0,-1,1,-2,0
10004,AepwIhSbAws,4,81.327,94.718,0,-1,0,-1,0
10005,AgH84SNRx5s,0,1.23968253968,6.29818594104,1,1,0,2,2
10006,AgH84SNRx5s,1,30.5929705215,38.0759637188,1,1,0,2,2
10007,AggyS1coOb8,0,0.0,8.235,1,1,0,1,0
10008,AggyS1coOb8,1,7.235,108.527,1,1,0,1,0
10009,AggyS1coOb8,2,108.415,134.937,1,1,0,2,0
10010,AjgDuPEp9sI,0,29.834,42.766,1,1,0,1,0
10011,AjgDuPEp9sI,1,58.967,82.716,1,1,0,1,0
10012,AlJX3Jw3xKk,0,33.555,37.798,1,1,1,1,2
10013,AlJX3Jw3xKk,1,41.497,51.257,1,1,0,1,2
10014,AlmUwZgY6bs,0,19.587,25.496,1,1,0,1,0
10015,AlmUwZgY6bs,1,33.785,41.878,0,-1,0,-1,0
10016,AmGocfFQfVE,0,0.0,8.704,0,-1,2,-1,0
10017,AmGocfFQfVE,1,7.873,13.643,0,-1,2,-1,0
10018,AmGocfFQfVE,2,79.151,87.624,0,-1,2,-1,0
10019,AmGocfFQfVE,3,88.63,96.564,0,-1,2,-1,0
10020,AmGocfFQfVE,4,108.126,122.475,0,-1,2,-2,0
10021,AmGocfFQfVE,5,13.8,29.596,0,-1,2,-3,0
10022,AmGocfFQfVE,6,29.375,45.331,0,-1,2,-2,0
10023,AmGocfFQfVE,7,53.24,64.896,0,-1,0,-1,0
10024,AmGocfFQfVE,8,68.655,77.897,0,-1,2,-2,0
10025,An8x4UfwZ7k,0,31.53,37.648,1,1,0,1,2
10026,An8x4UfwZ7k,1,37.317,45.69,1,0,0,0,2
10027,Arh2TKRi_mg,0,53.879,64.487,1,0,5,0,1
10028,Arh2TKRi_mg,1,74.642,79.902,0,-1,0,-1,1
10029,Arh2TKRi_mg,2,79.501,88.263,1,1,0,2,1
10030,Arh2TKRi_mg,3,87.552,93.88,1,1,0,1,1
10031,Arh2TKRi_mg,4,93.279,102.421,1,1,0,1,1
10032,Arh2TKRi_mg,5,101.98,110.303,0,-1,1,-1,1
10033,Arh2TKRi_mg,6,119.011,125.638,1,1,1,1,1
10034,Arh2TKRi_mg,7,153.512,158.454,0,-1,0,-1,1
10035,Arh2TKRi_mg,8,13.022,21.495,1,1,0,1,1
10036,Arh2TKRi_mg,9,164.478,171.195,1,1,0,2,1
10037,Arh2TKRi_mg,10,50.756,54.639,1,0,5,0,1
10038,AsrhHuCfvF4,0,0.0,18.412,0,-1,2,-3,0
10039,AsrhHuCfvF4,1,17.771,24.119,1,0,0,0,0
10040,AsrhHuCfvF4,2,41.188,50.858,1,1,0,1,0
10041,AuPCZlKBzq8,0,20.116,44.602,1,1,0,2,0
10042,AuPCZlKBzq8,1,139.744,160.688,1,1,0,2,0
10043,AuPCZlKBzq8,2,160.088,170.247,1,1,0,2,0
10044,AuPCZlKBzq8,3,95.035,111.361,1,1,0,1,0
10045,AuPCZlKBzq8,4,133.917,140.474,1,1,0,1,0
10046,AxNy9TeTLq8,0,0.0,11.837,1,1,0,2,1
10047,Az3e1Opu0LE,0,11.924,17.244,1,0,0,0,0
10048,Az3e1Opu0LE,1,17.222,26.294,1,1,0,1,0
10049,Az3e1Opu0LE,2,26.92,35.423,1,1,0,2,0
10050,Az3e1Opu0LE,3,35.201,41.729,1,1,0,1,0
10051,Az3e1Opu0LE,4,40.729,46.658,1,0,0,0,0
10052,Az3e1Opu0LE,5,46.845,50.459,1,1,0,1,0
10053,Az3e1Opu0LE,6,50.227,52.634,1,0,2,0,0
10054,B1B71X_SmwY,0,0.0,10.011,1,1,0,2,0
10055,B1B71X_SmwY,1,9.47,15.588,1,1,0,1,0
10056,B1B71X_SmwY,2,73.464,85.699,1,1,0,2,0
10057,B1B71X_SmwY,3,85.078,99.637,1,1,0,2,0
10058,B1B71X_SmwY,4,98.687,113.526,1,1,0,1,0
10059,B1B71X_SmwY,5,112.845,120.32,1,1,0,2,0
10060,B1B71X_SmwY,6,119.32,129.849,1,1,0,1,0
10061,B1B71X_SmwY,7,128.849,134.119,1,1,0,1,0
10062,B1B71X_SmwY,8,133.458,143.488,1,1,0,1,0
10063,B1B71X_SmwY,9,142.797,151.17,1,1,0,1,0
10064,B1B71X_SmwY,10,150.509,156.618,1,1,0,2,0
10065,B1B71X_SmwY,11,14.957,23.899,1,1,0,2,0
10066,B1B71X_SmwY,12,22.999,30.175,1,1,0,1,0
10067,B1B71X_SmwY,13,29.175,37.349,1,1,0,2,0
10068,B1B71X_SmwY,14,36.688,43.405,1,1,0,1,0
10069,B1B71X_SmwY,15,42.834,53.512,1,1,0,1,0
10070,B1B71X_SmwY,16,53.131,61.953,1,1,0,1,0
10071,B1B71X_SmwY,17,61.132,65.904,1,1,0,2,0
10072,B1B71X_SmwY,18,65.243,74.005,1,1,0,2,0
10073,B1PzCwfgXyU,0,29.8646258503,41.2088435374,0,-1,2,-1,0
10074,B1PzCwfgXyU,1,46.4868480726,53.9498866213,0,-1,0,-1,0
10075,B9oeT0K92wU,0,23.239,36.211,1,0,2,0,2
10076,BAi3ZJo5Vwg,0,106.739,116.629,1,1,1,1,0
10077,BAi3ZJo5Vwg,1,9.171,20.427,0,-1,0,-1,0
10078,BAi3ZJo5Vwg,2,22.959,46.059,1,1,5,1,0
10079,BAi3ZJo5Vwg,3,52.093,60.356,1,1,1,1,0
10080,BAi3ZJo5Vwg,4,59.646,71.142,1,0,0,0,0
10081,BBSVLGf7zPI,0,4.60090702948,11.5972789116,1,1,0,1,0
10082,BBSVLGf7zPI,1,11.1560090703,26.5931972789,0,-1,3,-1,0
10083,BBSVLGf7zPI,2,27.9977324263,44.1632653061,1,0,0,0,0
10084,BB_VwJSg3AI,0,18.16,28.798,0,-1,0,-1,0
10085,BB_VwJSg3AI,1,31.629,40.172,0,-1,0,-1,0
10086,BB_VwJSg3AI,2,42.884,54.849,1,0,0,0,0
10087,BBoe8-HWPSw,0,0.0,7.696,1,1,0,2,0
10088,BBoe8-HWPSw,1,6.976,14.69,1,1,0,2,0
10089,BBoe8-HWPSw,2,84.659,90.169,1,1,0,2,0
10090,BBoe8-HWPSw,3,89.727,94.279,1,1,4,1,0
10091,BBoe8-HWPSw,4,13.69,26.164,1,1,0,2,0
10092,BBoe8-HWPSw,5,25.543,32.43,1,1,1,1,0
10093,BBoe8-HWPSw,6,31.949,38.995,1,1,0,1,0
10094,BBoe8-HWPSw,7,47.054,53.422,1,1,0,3,0
10095,BDCFV4EqHjY,0,5.599,18.182,1,1,1,1,0
10096,BDCFV4EqHjY,1,17.761,29.906,1,1,0,1,0
10097,BJS5KCSowgU,0,5.958,15.598,1,1,0,2,2
10098,BJS5KCSowgU,1,19.497,25.476,1,1,0,2,2
10099,BJS5KCSowgU,2,37.037,46.578,1,1,0,1,2
10100,BLFUj7_uy_0,0,0.0,10.949,1,1,0,2,0
10101,BLFUj7_uy_0,1,10.827,21.435,0,-1,2,-1,0
10102,BLFUj7_uy_0,2,95.584,101.234,0,-1,0,-1,0
10103,BLFUj7_uy_0,3,100.234,108.347,1,1,0,1,0
10104,BLFUj7_uy_0,4,113.294,125.927,1,1,2,1,0
10105,BLFUj7_uy_0,5,20.644,26.164,0,-1,0,-1,0
10106,BLFUj7_uy_0,6,169.985,190.73,0,-1,2,-1,0
10107,BLFUj7_uy_0,7,190.269,202.473,0,-1,5,-1,0
10108,BLFUj7_uy_0,8,26.222,42.367,1,1,0,1,0
10109,BLFUj7_uy_0,9,41.986,52.185,0,-1,0,-1,0
10110,BLFUj7_uy_0,10,57.351,69.386,1,1,0,1,0
10111,BLFUj7_uy_0,11,71.519,77.238,1,1,0,1,0
10112,BLFUj7_uy_0,12,77.166,86.617,1,1,0,1,0
10113,BMhG11CXgww,0,0.0,11.777,1,1,0,2,0
10114,BMhG11CXgww,1,28.606,38.965,1,0,0,0,0
10115,BMhG11CXgww,2,37.995,42.068,1,0,0,0,0
10116,BMhG11CXgww,3,41.138,48.813,1,1,0,2,0
10117,BMhG11CXgww,4,47.813,55.208,0,-1,0,-2,0
10118,BNaRO9g8ugQ,0,7.554,14.68,1,1,0,2,0
10119,BR2pkk3TK-0,0,0.0,11.318,1,1,0,1,2
10120,BR2pkk3TK-0,1,28.447,42.218,1,0,0,0,2
10121,BRSyH6yfDLk,0,-0.487528344671,12.4253968254,1,1,0,2,2
10122,BRSyH6yfDLk,1,11.8045351474,27.2517006803,1,1,0,2,2
10123,BRSyH6yfDLk,2,26.3814058957,31.7714285714,0,-1,0,-1,2
10124,BRSyH6yfDLk,3,30.9210884354,46.8172335601,1,1,0,2,2
10125,BRSyH6yfDLk,4,45.8172335601,48.8925170068,1,0,0,0,2
10126,BRdw-_dbJXc,0,6.167,17.175,1,0,2,0,0
10127,BRdw-_dbJXc,1,56.822,65.924,1,1,0,1,0
10128,BRdw-_dbJXc,2,71.09,80.79,1,1,0,1,0
10129,BRdw-_dbJXc,3,80.468,87.395,1,1,0,2,0
10130,BRdw-_dbJXc,4,93.688,99.388,0,-1,0,-1,0
10131,BRdw-_dbJXc,5,106.888,112.378,1,1,2,1,0
10132,BRdw-_dbJXc,6,38.324,43.116,1,1,0,1,0
10133,BRdw-_dbJXc,7,47.723,52.484,0,-1,1,-1,0
10134,BRdw-_dbJXc,8,52.622,57.822,1,0,0,0,0
10135,BRzjQHYWbSs,0,4.262,8.534,1,0,0,0,0
10136,BRzjQHYWbSs,1,45.139,53.462,1,1,1,2,0
10137,BRzjQHYWbSs,2,53.61,59.249,1,0,2,0,0
10138,BRzjQHYWbSs,3,59.267,64.866,1,1,1,2,0
10139,BRzjQHYWbSs,4,78.673,86.746,0,-1,1,-1,0
10140,BRzjQHYWbSs,5,86.615,91.695,1,1,0,1,0
10141,BRzjQHYWbSs,6,91.084,102.171,1,1,0,2,0
10142,BRzjQHYWbSs,7,101.96,108.347,1,1,0,2,0
10143,BRzjQHYWbSs,8,107.876,112.159,1,1,5,1,0
10144,BRzjQHYWbSs,9,7.923,12.834,1,1,0,1,0
10145,BRzjQHYWbSs,10,111.598,116.17,1,1,0,1,0
10146,BRzjQHYWbSs,11,12.194,19.28,1,1,0,1,0
10147,BRzjQHYWbSs,12,21.842,27.132,1,1,0,1,0
10148,BRzjQHYWbSs,13,26.741,32.25,1,0,1,0,0
10149,BRzjQHYWbSs,14,35.521,40.831,1,0,0,0,0
10150,BSKAHXFYF_I,0,8.672,13.393,1,1,0,1,1
10151,BSKAHXFYF_I,1,63.836,76.729,0,-1,1,-1,1
10152,BSKAHXFYF_I,2,81.506,89.47,1,1,0,1,1
10153,BSKAHXFYF_I,3,19.407,27.78,1,1,0,1,1
10154,BSKAHXFYF_I,4,27.509,37.608,1,0,0,0,1
10155,BSKAHXFYF_I,5,47.593,51.666,1,1,0,1,1
10156,BSKAHXFYF_I,6,51.125,55.318,1,1,0,1,1
10157,BSKAHXFYF_I,7,54.986,64.417,1,1,0,1,1
10158,BTjV5dU_rfY,0,6.596,15.937,1,1,0,2,2
10159,BXqnWuDA3H4,0,0.0,5.99,1,1,0,1,0
10160,BXqnWuDA3H4,1,21.991,26.663,1,1,1,1,0
10161,BXqnWuDA3H4,2,29.025,37.588,1,1,1,1,0
